LocalidadOrigen,LocalidadDestino,distancia,tiempo
5,50,9006.4,854.0
5,51,8400.1,612.4
5,52,13165.6,915.7
5,53,17618.8,1210.7
5,54,10239.8,797.2
5,55,12738.5,895.7
5,56,10953.9,852.8
5,57,1478.9,239.2
5,58,6948.4,642.4
5,59,24583.7,1617.3
5,60,946.4,151.4
5,61,24098.9,1456.6
5,62,12059.2,840.4
5,63,2947.8,412.0
5,64,12069.1,1378.5
5,65,11319.5,1072.0
5,66,8961.0,848.7
5,67,5239.8,503.4
5,68,3821.2,559.3
5,69,10409.2,800.5
5,70,25603.7,1564.9
5,71,6849.3,664.3
5,72,6428.0,606.0
5,73,24317.6,1557.9
5,74,11773.5,925.7
5,75,20210.0,1431.0
5,76,8198.4,774.6
5,77,8721.4,680.9
5,78,23364.9,1479.8
5,79,19974.6,1323.3
5,80,7020.5,773.9
5,81,16025.1,1008.8
5,82,7847.1,920.4
5,83,22913.1,1443.3
5,84,18190.7,1264.7
5,85,12744.4,821.5
5,86,19665.7,1369.1
5,87,12699.3,995.1
5,88,8350.6,664.7
5,89,33432.7,2369.0
5,90,14434.2,977.8
5,91,5600.2,611.5
5,92,9439.5,968.1
5,93,19106.9,1308.9
5,94,18147.4,1224.1
5,95,10877.9,1018.5
5,96,10982.5,781.5
5,97,5886.2,420.2
5,98,15651.3,2039.5
5,99,9657.2,923.1
5,100,8293.1,696.6
5,101,13983.2,945.7
5,102,16036.8,1002.7
6,1,14573.6,1216.8
6,2,18889.0,1468.1
6,3,21644.8,1487.4
6,4,11120.5,850.0
6,5,6769.1,654.8
6,7,5534.1,431.0
6,8,5776.1,607.8
6,9,13228.6,982.3
6,10,17117.3,1302.3
6,11,4480.0,425.9
6,12,12058.8,978.9
6,13,6114.6,571.1
6,14,20234.9,1625.9
6,15,5504.6,561.6
6,16,18170.4,1370.1
6,17,27626.8,2037.1
6,18,23070.1,1661.4
6,19,11543.8,910.9
6,20,19269.2,1646.9
6,21,12205.6,987.4
6,22,11031.6,799.0
6,23,5833.4,641.1
6,24,13326.4,1090.3
6,25,6417.2,595.0
6,26,11470.6,890.8
6,27,7926.9,565.0
6,28,6470.0,585.3
6,29,8245.3,561.4
6,30,8248.4,723.0
6,31,10498.8,916.7
6,32,12036.1,946.3
6,33,10673.7,907.1
6,34,9148.4,873.3
6,35,8754.4,647.6
6,36,8481.5,637.1
6,37,16802.1,1324.9
6,38,3638.3,423.9
6,39,12681.7,870.4
6,40,3960.6,418.8
6,41,10140.8,887.9
6,42,3030.2,248.3
6,43,26340.8,1970.0
6,44,5105.9,564.9
6,45,11183.5,914.1
6,46,7482.3,567.6
6,47,9690.7,807.5
6,48,12978.5,985.5
6,49,9926.9,722.7
6,50,3328.9,458.9
6,51,4957.9,474.5
6,52,7147.2,695.8
6,53,12398.9,993.5
6,54,11606.7,995.3
6,55,10581.5,780.4
6,56,6028.4,537.0
6,57,7363.0,662.2
6,58,13166.7,1047.9
6,59,18535.7,1379.0
6,60,5967.2,607.5
6,61,15267.4,1110.8
6,62,6839.4,623.2
6,63,10213.9,843.7
6,64,16002.3,1434.9
6,65,15161.6,1111.0
6,66,12803.1,887.7
6,67,3216.0,352.4
6,68,7151.3,639.1
6,69,5189.3,583.3
6,70,15216.8,1219.2
6,71,7954.2,651.2
6,72,12646.2,1011.5
6,73,16261.2,1211.0
6,74,6848.0,609.9
6,75,15546.0,1176.3
6,76,9926.9,844.2
6,77,14939.6,1086.4
6,78,17236.4,1180.3
6,79,11918.2,976.4
6,80,13826.4,1136.3
6,81,10805.2,791.6
6,82,13071.4,1308.6
6,83,14992.4,1119.7
6,84,12970.9,1047.5
6,85,11230.0,766.9
6,86,12367.5,1053.1
6,87,7773.8,679.3
6,88,14568.9,1070.2
6,89,27304.2,2069.5
6,90,6846.4,666.0
6,91,12255.0,994.2
6,92,13845.0,1047.6
6,93,13887.1,1091.7
6,94,12927.6,1006.9
6,95,14720.0,1057.5
6,96,8825.5,666.2
6,97,3049.4,275.2
6,98,19493.4,2078.5
6,99,6161.8,756.1
6,100,14511.4,1102.1
6,101,12468.8,891.1
6,102,10816.9,785.5
7,1,20288.8,1461.2
7,2,13956.6,1195.1
7,3,22538.8,1588.3
7,4,16835.7,1094.4
7,5,9361.0,713.1
7,6,5869.0,463.9
7,8,10411.7,817.6
7,9,18943.7,1226.7
7,10,12184.9,1029.3
7,11,8526.2,682.4
7,12,7118.6,695.6
7,13,10592.4,876.9
7,14,20182.7,1618.3
7,15,8096.5,619.9
7,16,17897.4,1382.1
7,17,28520.8,2138.0
7,18,23964.1,1762.3
7,19,17259.0,1155.3
7,20,14766.5,1528.2
7,21,17920.8,1231.8
7,22,8057.1,680.9
7,23,10311.2,946.9
7,24,11260.0,1000.8
7,25,9618.5,691.0
7,26,8878.7,816.3
7,27,2994.5,292.0
7,28,9061.9,643.6
7,29,8611.3,584.1
7,30,6931.8,564.2
7,31,15093.6,1026.2
7,32,11772.0,970.8
7,33,16253.2,1128.2
7,34,7422.2,678.4
7,35,3822.0,374.6
7,36,3692.8,380.6
7,37,11869.7,1051.9
7,38,8116.1,729.7
7,39,7749.3,597.4
7,40,6450.7,488.4
7,41,15720.3,1109.0
7,42,3349.6,257.4
7,43,27234.7,2070.9
7,44,9583.7,870.7
7,45,14636.5,1071.6
7,46,2898.1,271.8
7,47,5609.3,608.3
7,48,12627.6,904.8
7,49,4733.2,445.4
7,50,8715.7,756.4
7,51,3913.6,386.9
7,52,10824.3,813.2
7,53,12134.8,1018.0
7,54,16107.1,1122.0
7,55,5957.8,518.5
7,56,8977.6,824.3
7,57,8376.1,675.9
7,58,12815.7,967.2
7,59,17955.8,1352.6
7,60,7951.1,688.2
7,61,21757.7,1354.1
7,62,7154.0,673.6
7,63,9863.0,763.0
7,64,11069.9,1161.9
7,65,10229.2,838.0
7,66,7870.7,614.7
7,67,8210.3,641.5
7,68,3319.7,444.6
7,69,8067.9,698.0
7,70,20369.1,1366.3
7,71,3118.6,381.5
7,72,12295.2,930.8
7,73,21976.4,1455.4
7,74,11325.8,915.7
7,75,14706.0,1182.8
7,76,13379.9,1001.7
7,77,14588.6,1005.7
7,78,18130.3,1281.2
7,79,17633.4,1220.8
7,80,8886.2,853.0
7,81,9712.5,798.7
7,82,9604.1,1064.6
7,83,20571.8,1340.8
7,84,11279.5,1006.4
7,85,6297.6,493.9
7,86,14431.1,1170.5
7,87,12251.6,985.1
7,88,14217.9,989.5
7,89,28198.2,2170.4
7,90,12093.0,875.3
7,91,7314.7,710.9
7,92,8912.6,774.6
7,93,13134.9,1078.5
7,94,12663.5,1031.4
7,95,9787.6,784.5
7,96,4744.1,467.0
7,97,4105.3,347.8
7,98,14561.0,1805.5
7,99,11156.2,1045.2
7,100,10543.8,1011.1
7,101,7536.4,618.1
7,102,8106.0,687.8
8,1,12923.8,987.7
8,2,22416.1,1803.8
8,3,19995.0,1258.3
8,4,9470.7,620.9
8,5,12829.8,1100.5
8,6,5810.6,645.9
8,7,8899.5,741.4
8,9,11578.7,753.2
8,10,20644.4,1638.0
8,11,2454.5,302.9
8,12,15607.5,1304.6
8,13,6949.1,642.7
8,14,18585.1,1396.8
8,15,11565.2,1007.3
8,16,16520.6,1141.0
8,17,25977.0,1808.0
8,18,21420.3,1432.3
8,19,9894.0,681.8
8,20,23104.0,2057.0
8,21,10555.8,758.3
8,22,9963.2,658.8
8,23,6230.4,602.2
8,24,12257.9,950.1
8,25,8692.0,886.7
8,26,10402.1,750.6
8,27,11235.4,897.4
8,28,12530.7,1031.0
8,29,12080.1,971.5
8,30,12083.2,1133.1
8,31,12773.6,1208.4
8,32,11264.5,841.2
8,33,9023.9,678.0
8,34,12983.2,1283.4
8,35,11803.0,953.7
8,36,9153.1,756.7
8,37,20329.2,1660.6
8,38,5888.8,583.8
8,39,16208.8,1206.1
8,40,7795.4,828.9
8,41,5344.8,629.5
8,42,6865.0,658.4
8,43,24691.0,1740.9
8,44,5102.1,518.8
8,45,13458.3,1205.8
8,46,10929.3,846.9
8,47,11569.4,984.0
8,48,16813.3,1395.6
8,49,13454.0,1051.6
8,50,3167.2,444.1
8,51,6581.4,665.7
8,52,5497.4,466.7
8,53,11627.3,888.4
8,54,13881.6,1287.0
8,55,6262.6,656.7
8,56,1117.9,165.5
8,57,11197.8,1072.3
8,58,17001.4,1458.0
8,59,16885.9,1149.9
8,60,9801.9,1017.6
8,61,13617.6,881.7
8,62,4306.8,497.3
8,63,14048.7,1253.8
8,64,19529.5,1770.6
8,65,18688.7,1446.7
8,66,16330.2,1223.4
8,67,6916.1,785.6
8,68,10986.1,1049.2
8,69,5018.6,559.9
8,70,13567.0,990.1
8,71,12281.7,998.1
8,72,16481.0,1421.6
8,73,14611.4,981.9
8,74,1772.1,237.9
8,75,13896.2,947.2
8,76,12201.7,1135.9
8,77,16603.1,1471.2
8,78,15586.6,951.2
8,79,10268.4,747.3
8,80,17375.2,1462.0
8,81,9736.7,651.4
8,82,18093.1,1673.6
8,83,13342.6,890.6
8,84,11902.4,907.3
8,85,14757.1,1102.6
8,86,10717.7,824.0
8,87,10024.3,839.2
8,88,18403.7,1480.3
8,89,25654.4,1840.4
8,90,2073.2,328.3
8,91,15803.7,1319.9
8,92,17372.1,1383.3
8,93,13474.5,985.8
8,94,12156.0,901.8
8,95,18247.1,1393.2
8,96,10704.2,842.7
8,97,6884.1,685.3
8,98,23020.5,2414.2
8,99,8436.7,1047.8
8,100,18346.2,1512.2
8,101,15995.9,1226.8
8,102,9748.5,645.3
9,1,3972.4,337.6
9,2,30019.7,2290.8
9,3,17694.2,1145.4
9,4,7344.6,533.1
9,5,18374.1,1529.6
9,6,13882.5,1138.5
9,7,17085.3,1232.9
9,8,8319.6,669.6
9,10,28248.0,2125.0
9,11,10617.5,931.7
9,12,23181.7,1791.3
9,13,13282.0,964.6
9,14,16284.2,1283.9
9,15,17109.6,1436.4
9,16,14219.8,1028.1
9,17,14909.1,1452.3
9,18,19119.4,1319.4
9,19,7767.9,594.0
9,20,32140.9,2546.0
9,21,1783.2,206.7
9,22,12039.3,720.2
9,23,12563.3,924.1
9,24,14334.0,1011.5
9,25,15024.8,1208.6
9,26,12478.2,812.0
9,27,19057.6,1387.7
9,28,18075.0,1460.1
9,29,15223.4,1404.1
9,30,21120.1,1622.1
9,31,19106.4,1530.3
9,32,11100.3,790.8
9,33,4889.1,491.9
9,34,22020.1,1772.4
9,35,19988.9,1445.2
9,36,15790.8,1119.3
9,37,27932.8,2147.6
9,38,12221.7,905.7
9,39,23812.4,1693.1
9,40,16215.2,1337.2
9,41,4091.0,392.1
9,42,15295.8,1162.3
9,43,15961.2,1597.4
9,44,11435.0,840.7
9,45,19791.2,1527.7
9,46,19115.2,1338.4
9,47,17607.2,1310.1
9,48,25850.3,1884.6
9,49,20796.3,1541.1
9,50,11297.7,913.6
9,51,15194.6,1174.6
9,52,8731.0,577.5
9,53,11463.1,838.0
9,54,20214.4,1608.9
9,55,14038.5,988.6
9,56,8549.5,711.4
9,57,20234.8,1561.3
9,58,24090.3,1924.8
9,59,14585.1,1037.0
9,60,18040.1,1505.8
9,61,2292.3,194.1
9,62,12950.7,977.6
9,63,23085.7,1742.8
9,64,27133.0,2257.6
9,65,26292.3,1933.7
9,66,23933.8,1710.4
9,67,13249.0,1107.5
9,68,19798.3,1544.7
9,69,13668.5,1018.3
9,70,6951.3,616.5
9,71,19855.9,1484.8
9,72,25518.0,1910.6
9,73,3308.5,308.4
9,74,8104.9,559.8
9,75,11595.4,834.3
9,76,18534.6,1457.8
9,77,22936.0,1793.1
9,78,13285.7,838.3
9,79,8142.3,659.5
9,80,24949.3,1948.7
9,81,9684.4,677.2
9,82,25667.2,2160.3
9,83,5079.9,491.6
9,84,13978.5,968.7
9,85,22360.7,1589.6
9,86,9586.5,727.6
9,87,16357.2,1161.1
9,88,23223.9,1813.1
9,89,23353.6,1727.5
9,90,7063.9,532.4
9,91,23377.8,1806.6
9,92,24975.7,1870.3
9,93,12575.0,880.2
9,94,11991.8,851.4
9,95,25850.7,1880.2
9,96,17480.5,1252.3
9,97,15314.9,1189.2
9,98,30624.1,2901.2
9,99,14769.5,1369.7
9,100,27383.1,2001.2
9,101,23599.5,1713.8
9,102,11824.6,706.7
10,1,30512.6,2296.7
10,2,2477.8,261.8
10,3,31746.1,2358.1
10,4,27059.5,1929.9
10,5,11232.6,1179.1
10,6,16092.8,1299.4
10,7,12141.0,1077.5
10,8,20635.5,1653.1
10,9,29167.5,2062.2
10,11,16800.3,1470.1
10,12,5086.2,640.5
10,13,20816.1,1712.4
10,14,29390.0,2388.1
10,15,12938.4,1280.5
10,16,27104.6,2151.9
10,17,37728.0,2907.8
10,18,33171.3,2532.1
10,19,27482.8,1990.8
10,20,10706.4,1176.3
10,21,28144.6,2067.3
10,22,17264.3,1450.7
10,23,20534.9,1782.4
10,24,20467.2,1770.6
10,25,16361.7,1425.3
10,26,18086.0,1586.1
10,27,9797.0,857.5
10,28,12204.6,1175.9
10,29,16727.9,1403.8
10,30,8666.1,892.5
10,31,15273.1,1235.0
10,32,20979.3,1740.6
10,33,26476.9,1963.7
10,34,6036.4,743.7
10,35,8297.7,774.2
10,36,11711.5,1135.2
10,37,2951.0,297.1
10,38,18339.9,1565.2
10,39,4076.7,513.5
10,40,13836.5,1275.3
10,41,25944.1,1944.5
10,42,13573.3,1092.9
10,43,36442.0,2840.7
10,44,19807.4,1706.2
10,45,16823.3,1336.0
10,46,9502.3,858.3
10,47,11353.6,1220.5
10,48,7761.8,719.1
10,49,7095.0,858.6
10,50,18939.5,1591.9
10,51,14137.4,1222.4
10,52,21048.1,1648.7
10,53,21342.1,1787.8
10,54,16286.6,1330.8
10,55,15165.1,1288.3
10,56,18759.9,1611.2
10,57,10110.3,1004.2
10,58,11309.9,993.6
10,59,27163.0,2122.4
10,60,11870.8,1243.1
10,61,31981.4,2189.6
10,62,16361.3,1443.4
10,63,11083.3,999.6
10,64,4828.8,645.4
10,65,2774.8,271.0
10,66,4180.8,522.5
10,67,18434.1,1477.0
10,68,12029.3,1121.8
10,69,18291.7,1533.5
10,70,29576.4,2136.1
10,71,10864.1,987.8
10,72,10789.4,957.2
10,73,32200.1,2290.9
10,74,19874.6,1722.1
10,75,23913.3,1952.6
10,76,16677.9,1324.7
10,77,14768.1,1214.5
10,78,27337.6,2051.0
10,79,24059.9,2002.0
10,80,3429.4,395.3
10,81,18919.8,1568.5
10,82,3025.1,360.6
10,83,30795.6,2176.3
10,84,20486.8,1776.2
10,85,8151.7,766.7
10,86,23638.4,1940.3
10,87,22475.4,1820.6
10,88,14397.4,1198.3
10,89,37405.4,2940.2
10,90,22316.8,1710.8
10,91,4738.2,594.6
10,92,5289.0,593.6
10,93,22342.2,1848.3
10,94,21870.7,1801.2
10,95,3100.8,295.5
10,96,11170.9,1111.2
10,97,14329.0,1183.3
10,98,6219.7,1109.0
10,99,21380.0,1880.7
10,100,6483.7,659.2
10,101,9390.5,890.9
10,102,17313.2,1457.6
11,1,12442.4,937.5
11,2,22048.5,1820.6
11,3,19513.6,1208.1
11,4,8989.3,570.7
11,5,12154.5,1042.9
11,6,5135.4,588.3
11,7,8712.7,763.1
11,8,2469.8,344.5
11,9,11097.4,703.0
11,10,20276.8,1654.8
11,12,15420.8,1326.3
11,13,8143.8,837.2
11,14,18103.7,1346.6
11,15,10890.0,949.7
